Name,Date time,Maximum Temperature,Minimum Temperature,Temperature,Wind Chill,Heat Index,Precipitation,Snow,Snow Depth,Wind Speed,Wind Direction,Wind Gust,Visibility,Cloud Cover,Relative Humidity,Conditions
"دبي, الإمارات العربية المتحدة",01/21/2020,23,17,20.4,,,0,0,0,16.7,228.25,,9.4,15.9,60.8,Clear
"دبي, الإمارات العربية المتحدة",01/22/2020,27,15.8,20.8,,26.7,0,0,0,22.2,124.04,,10,0.1,56.34,Clear
"دبي, الإمارات العربية المتحدة",01/23/2020,27.9,19.9,22.7,,27.6,0,0,0,25.9,212.08,44.6,9,33.1,62.43,Partially cloudy
"دبي, الإمارات العربية المتحدة",01/24/2020,21.9,18.9,20.6,,,0,0,0,25.8,287.25,,10,33.1,67.17,Partially cloudy
"دبي, الإمارات العربية المتحدة",01/25/2020,23,15.8,19.5,,,0,0,0,18.2,246.13,,10,5.2,60.48,Clear
"دبي, الإمارات العربية المتحدة",01/26/2020,20,16,18.4,,,1.92,0,0,38.7,268.17,57.6,9.6,38.5,57.43,"Rain, Partially cloudy"
"دبي, الإمارات العربية المتحدة",01/27/2020,21,13.9,18.3,,,0,0,0,29.4,255.25,,10,46.1,56.38,Partially cloudy
"دبي, الإمارات العربية المتحدة",01/28/2020,23,13.9,18.3,,,0,0,0,22.1,215.71,,10,8.5,56.98,Clear
"دبي, الإمارات العربية المتحدة",01/29/2020,23.9,14.8,19.3,,,0,0,0,24.1,119.08,,9.7,6.3,58.74,Clear
"دبي, الإمارات العربية المتحدة",01/30/2020,22,15.8,19.4,,,0,0,0,20.4,224.08,,9.6,7.1,60.04,Clear
"دبي, الإمارات العربية المتحدة",01/31/2020,23,14.8,18.7,,,0,0,0,18.3,221.79,,9.1,4.3,64.2,Clear
"دبي, الإمارات العربية المتحدة",02/01/2020,23.9,14.9,19.2,,,0,0,0,24,203.38,,10,3.7,56.45,Clear
"دبي, الإمارات العربية المتحدة",02/02/2020,23,16.8,19.7,,,0,0,0,20.5,225.71,,9.9,17.4,61.37,Clear
"دبي, الإمارات العربية المتحدة",02/03/2020,22,15,19.2,,,0,0,0,33.5,254,48.2,9.1,28.1,60.55,Partially cloudy
"دبي, الإمارات العربية المتحدة",02/04/2020,22.9,14.9,19.4,,,0,0,0,20.5,241.13,,10,10.9,54.36,Clear
"دبي, الإمارات العربية المتحدة",02/05/2020,23.9,14.8,18.8,,,0,0,0,20.3,235.17,,10,0.1,62.79,Clear
"دبي, الإمارات العربية المتحدة",02/06/2020,24,15.8,19.8,,,0,0,0,20.4,218.54,,8.6,8.9,73.67,Clear
"دبي, الإمارات العربية المتحدة",02/07/2020,25,16.8,20.8,,,0,0,0,16.5,174.83,,6.2,14,72.66,Clear
"دبي, الإمارات العربية المتحدة",02/08/2020,28,17.8,22.3,,27.3,0,0,0,18.3,139.96,,7.2,0.1,65.4,Clear
"دبي, الإمارات العربية المتحدة",02/09/2020,29,19.8,23.7,,27.9,0,0,0,24.1,136.33,,9,3.6,54.02,Clear
"دبي, الإمارات العربية المتحدة",02/10/2020,27,21.9,23.7,,26.9,0,0,0,20.6,211.17,,10,23.6,58.27,Clear
"دبي, الإمارات العربية المتحدة",02/11/2020,23,20.9,22,,,0,0,0,33.4,297.21,,9.6,38.2,66.69,Partially cloudy
"دبي, الإمارات العربية المتحدة",02/12/2020,20.9,16.9,18.5,,,0,0,0,33.6,299.38,,10,42.1,53.71,Partially cloudy
"دبي, الإمارات العربية المتحدة",02/13/2020,20.8,13.9,17.9,,,0,0,0,20.5,260.21,,10,35.2,58.01,Partially cloudy
"دبي, الإمارات العربية المتحدة",02/14/2020,22,13.7,18.5,,,0,0,0,18.3,239.21,,10,0.1,59.51,Clear
"دبي, الإمارات العربية المتحدة",02/15/2020,23,13.9,19,,,0,0,0,18.4,254.96,,10,6.3,69.99,Clear
"دبي, الإمارات العربية المتحدة",02/16/2020,27.8,16.7,22,,27,0,0,0,22.2,134.17,,7.9,2.8,60.66,Clear
"دبي, الإمارات العربية المتحدة",02/17/2020,31,17.9,23.9,,28.9,0,0,0,18.3,138.13,,8.2,13.9,33.77,Clear
"دبي, الإمارات العربية المتحدة",02/18/2020,28,18.7,23.2,,27.3,0,0,0,20.4,164.38,,9.5,11.9,35.04,Clear
"دبي, الإمارات العربية المتحدة",02/19/2020,29.9,18.8,24,,28.3,0,0,0,18.2,143.29,,9.7,6.9,47.64,Clear
"دبي, الإمارات العربية المتحدة",02/20/2020,31,19.8,25.1,,29.2,0,0,0,25.8,204.88,,10,14.6,43.46,Clear
"دبي, الإمارات العربية المتحدة",02/21/2020,28,21.8,24.2,,28.5,0,0,0,20.5,227.63,,9.9,9.2,57.67,Clear
"دبي, الإمارات العربية المتحدة",02/22/2020,29.9,21.8,24.5,,30.3,0,0,0,25.6,173.54,,8.8,6.7,69.22,Clear
"دبي, الإمارات العربية المتحدة",02/23/2020,28.9,21.9,25.3,,30.2,0,0,0,20.5,169.83,,9.9,2.5,64.68,Clear
"دبي, الإمارات العربية المتحدة",02/24/2020,31.8,21.8,26.3,,30.5,0,0,0,18.3,88,,9.5,11.6,54.71,Clear
"دبي, الإمارات العربية المتحدة",02/25/2020,33,21.8,27.3,,32,0,0,0,22.3,128.54,,9.8,10.9,43.97,Clear
"دبي, الإمارات العربية المتحدة",02/26/2020,30,21.9,25.8,,29.4,0,0,0,35.5,216.92,,7.1,13.2,52.17,Clear
"دبي, الإمارات العربية المتحدة",02/27/2020,23,20,21.7,,,0,0,0,29.4,285.38,46.4,8.5,24.7,56.86,Clear
"دبي, الإمارات العربية المتحدة",02/28/2020,23.9,18.8,21.3,,,0,0,0,22,272.38,,10,43.3,64.69,Partially cloudy
"دبي, الإمارات العربية المتحدة",02/29/2020,26,18.9,22.3,,,0,0,0,25.8,222.7,,9.2,16.1,70.28,Clear
"دبي, الإمارات العربية المتحدة",03/01/2020,27,18.8,22.8,,27.1,0,0,0,22.1,203.58,,8.9,15.1,68.08,Clear
"دبي, الإمارات العربية المتحدة",03/02/2020,29,20.7,24,,28.4,0,0,0,27.5,220.88,,10,0.4,60.43,Clear
"دبي, الإمارات العربية المتحدة",03/03/2020,25,19,22.1,,,0,0,0,27.8,252.25,,9.3,11.8,65.72,Clear
"دبي, الإمارات العربية المتحدة",03/04/2020,23,19.9,21.3,,,0,0,0,27.7,274.92,,10,74.8,57.28,Partially cloudy
"دبي, الإمارات العربية المتحدة",03/05/2020,25,18.8,21.9,,,0,0,0,22.1,255.25,,10,30.1,61.03,Partially cloudy
"دبي, الإمارات العربية المتحدة",03/06/2020,28,17.9,22.9,,26.9,0,0,0,24.1,179.83,,9.8,0,57.45,Clear
"دبي, الإمارات العربية المتحدة",03/07/2020,30,18.8,23.8,,28.2,0,0,0,25.6,117.54,38.9,9.9,0,52.11,Clear
"دبي, الإمارات العربية المتحدة",03/08/2020,31,18.8,24.4,,29,0,0,0,29.6,185.29,,9.8,3.2,52.26,Clear
"دبي, الإمارات العربية المتحدة",03/09/2020,25.9,19.9,22.9,,,0,0,0,24.1,262.63,,7.7,17.2,64.54,Clear
"دبي, الإمارات العربية المتحدة",03/10/2020,27.9,20.7,23.6,,26.8,0,0,0,29.3,79.25,,9,2.4,43.08,Clear
"دبي, الإمارات العربية المتحدة",03/11/2020,26,17.7,22.5,,,0,0,0,22.2,169.04,27.7,10,0,44.2,Clear
"دبي, الإمارات العربية المتحدة",03/12/2020,27.9,17.7,22.1,,26.8,0,0,0,22.3,210.83,,9.9,3.3,59.08,Clear
"دبي, الإمارات العربية المتحدة",03/13/2020,30,16.7,23.8,,28.9,0,0,0,22.2,135.88,,8.8,5.5,49.25,Clear
"دبي, الإمارات العربية المتحدة",03/14/2020,31,20.8,26.2,,29,0,0,0,16.6,125.96,38.9,9.5,19.8,31.75,Clear
"دبي, الإمارات العربية المتحدة",03/15/2020,31.9,23.9,27.1,,29.7,0,0,0,24,162.08,,10,15.2,28.18,Clear
"دبي, الإمارات العربية المتحدة",03/16/2020,29.8,22,25.2,,29.1,0,0,0,27.4,120.33,,10,3.9,48.51,Clear
"دبي, الإمارات العربية المتحدة",03/17/2020,30,21.8,25.3,,29.8,0,0,0,22.3,148.17,,10,5.6,58.3,Clear
"دبي, الإمارات العربية المتحدة",03/18/2020,32.9,21.9,26.9,,31,0,0,0,24,108.29,,10,5.1,43.64,Clear
"دبي, الإمارات العربية المتحدة",03/19/2020,33.9,24.9,28.2,,33.2,0,0,0,25.9,179.17,,10,20.8,45.79,Clear
"دبي, الإمارات العربية المتحدة",03/20/2020,32,24.9,28.3,,31.6,0,0,0,25.8,163.42,,10,8.5,46.82,Clear
"دبي, الإمارات العربية المتحدة",03/21/2020,28.9,21,24.8,,29,20.41,0,0,39,135.71,55.4,10,25.6,66.12,"Rain, Partially cloudy"
"دبي, الإمارات العربية المتحدة",03/22/2020,31,21,25,,32.9,14.03,0,0,31.8,165.88,61.2,9.7,28.5,70.56,"Rain, Partially cloudy"
"دبي, الإمارات العربية المتحدة",03/23/2020,24,20.9,22.5,,,0,0,0,38.7,289.08,,8.7,17.8,43.18,Clear
"دبي, الإمارات العربية المتحدة",03/24/2020,23,19.9,21.3,,,0,0,0,31.7,279.04,,10,69.2,53.74,Partially cloudy
"دبي, الإمارات العربية المتحدة",03/25/2020,24.9,17.9,21.5,,,0,0,0,20.3,267.83,,10,36.3,62.55,Partially cloudy
"دبي, الإمارات العربية المتحدة",03/26/2020,27,19.8,23.2,,27.2,0,0,0,29.1,189.25,48.2,10,12.5,63.27,Clear
"دبي, الإمارات العربية المتحدة",03/27/2020,31.9,19.9,25.7,,30,0,0,0,18.2,74.63,,9.9,11,49.75,Clear
"دبي, الإمارات العربية المتحدة",03/28/2020,34,22.9,28.1,,31.9,0,0,0,22.5,103.46,,9.5,18.8,40.78,Clear
"دبي, الإمارات العربية المتحدة",03/29/2020,32.9,26,28.8,,31.4,0,0,0,36.9,152.42,59.4,7.2,24,39.18,Clear
"دبي, الإمارات العربية المتحدة",03/30/2020,27,23,25.2,,28.8,0.6,0,0,33.5,238.13,,8.5,32.1,67.75,"Rain, Partially cloudy"
"دبي, الإمارات العربية المتحدة",03/31/2020,27,18.9,23.4,,27.2,0,0,0,26,253.21,,10,3,62.48,Clear
"دبي, الإمارات العربية المتحدة",04/01/2020,29.9,19,24,,30.8,0,0,0,24,235.63,,10,0,66.68,Clear
"دبي, الإمارات العربية المتحدة",04/02/2020,32,20.9,25.7,,31.5,0,0,0,24,228.87,,8.3,17.6,67.32,Clear
"دبي, الإمارات العربية المتحدة",04/03/2020,36,23.8,29,,35.6,0,0,0,20.6,105.46,,9.8,3.4,46.92,Clear
"دبي, الإمارات العربية المتحدة",04/04/2020,36.8,25.8,30.6,,36.3,0,0,0,25.8,189.04,,9.8,4.2,33.47,Clear
"دبي, الإمارات العربية المتحدة",04/05/2020,34,26.8,29.9,,32,0,0,0,24.1,254.5,,10,8.7,38.78,Clear
"دبي, الإمارات العربية المتحدة",04/06/2020,29,22.8,26,,29.3,0,0,0,20.6,242.5,,10,15.5,59.89,Clear
"دبي, الإمارات العربية المتحدة",04/07/2020,31.9,20,25.8,,31.2,0,0,0,18.2,229.75,,10,13.5,57.83,Clear
"دبي, الإمارات العربية المتحدة",04/08/2020,36,22.8,29.1,,34.6,0,0,0,22.4,223.35,,9.2,9.7,50.61,Clear
"دبي, الإمارات العربية المتحدة",04/09/2020,38,25.8,32.4,,37.5,0,0,0,22.3,99.42,,9.9,0,31.4,Clear
"دبي, الإمارات العربية المتحدة",04/10/2020,40,28.8,33.6,,37.1,0,0,0,29.3,154.54,,9.5,9.2,23.72,Clear
"دبي, الإمارات العربية المتحدة",04/11/2020,39.9,30.8,34,,38.6,0,0,0,22.4,140.5,44.6,10,22.4,25.79,Clear
"دبي, الإمارات العربية المتحدة",04/12/2020,36.9,28.8,32.2,,35.5,0,0,0,25.6,143.67,,10,26.4,33.08,Partially cloudy
"دبي, الإمارات العربية المتحدة",04/13/2020,34.9,26.9,30,,34.7,0,0,0,29.4,126.46,,9.4,27.6,47.54,Partially cloudy
"دبي, الإمارات العربية المتحدة",04/14/2020,31,25.9,28.1,,31.2,0.2,0,0,29.4,132,,10,10.5,49.45,Rain
"دبي, الإمارات العربية المتحدة",04/15/2020,29,21.9,25,,30.2,2.93,0,0,36.6,63,35.3,10,26.2,68.92,"Rain, Partially cloudy"
"دبي, الإمارات العربية المتحدة",04/16/2020,29,21.9,25,,30.2,0.41,0,0,18.5,195.5,,10,17.4,72.41,Rain
"دبي, الإمارات العربية المتحدة",04/17/2020,28,22.9,25.1,,29.1,0,0,0,22.1,288.46,,10,17.5,69.61,Clear
"دبي, الإمارات العربية المتحدة",04/18/2020,31,21.9,26.1,,31.8,0,0,0,27.5,212.48,,9.4,12.1,67.32,Clear
"دبي, الإمارات العربية المتحدة",04/19/2020,36.9,23.9,29.7,,35.4,0,0,0,20.6,115.21,,9.4,16.1,43.52,Clear
"دبي, الإمارات العربية المتحدة",04/20/2020,35,27.9,30.8,,35.1,0,0,0,34.7,142.38,,10,24.5,38.97,Clear
"دبي, الإمارات العربية المتحدة",04/21/2020,32,27,29.3,,32.3,0,0,0,36.7,266.91,,9.9,20.9,47.11,Clear
"دبي, الإمارات العربية المتحدة",04/22/2020,31,26,28.5,,32.3,0,0,0,31.5,265.92,,10,7.4,49.68,Clear
"دبي, الإمارات العربية المتحدة",04/23/2020,32,24.9,28.6,,31.5,0,0,0,22.3,259.25,,10,4.2,45.76,Clear
"دبي, الإمارات العربية المتحدة",04/24/2020,35,25.9,30.6,,33.9,0,0,0,22.4,234.13,,10,0,38.08,Clear
"دبي, الإمارات العربية المتحدة",04/25/2020,38,25.9,32.2,,35.4,0,0,0,27.7,219.38,,10,0,28.25,Clear
"دبي, الإمارات العربية المتحدة",04/26/2020,41.9,27.8,34,,39.3,0,0,0,35.9,157.67,53.6,9.8,4.1,22.96,Clear
"دبي, الإمارات العربية المتحدة",04/27/2020,41,31.9,35.2,,39.1,0,0,0,40.6,163.21,,10,6.8,24.78,Clear
"دبي, الإمارات العربية المتحدة",04/28/2020,35,28,31.3,,35.7,0.2,0,0,24.2,292.54,66.6,10,18.9,48.3,Rain
"دبي, الإمارات العربية المتحدة",04/29/2020,40,27.8,32.6,,38.7,0,0,0,45.9,158.09,76,9.8,13.8,34.6,Clear
"دبي, الإمارات العربية المتحدة",04/30/2020,43,30.8,36,,42.5,0,0,0,24.4,139.92,46.4,9.3,11.7,26.73,Clear
"دبي, الإمارات العربية المتحدة",05/01/2020,41,31,36,,40.5,0,0,0,20.6,130.54,44.6,10,18,29.11,Clear
"دبي, الإمارات العربية المتحدة",05/02/2020,37.9,29.9,33.3,,39.6,0,0,0,27.8,268.21,,10,5.5,42.69,Clear
"دبي, الإمارات العربية المتحدة",05/03/2020,39,29.9,33.5,,40.3,0,0,0,48.2,166.29,70.5,9.6,4.3,40.5,Clear
"دبي, الإمارات العربية المتحدة",05/04/2020,36,27.9,31.6,,36.2,0,0,0,24,304.63,,10,0,48.93,Clear
"دبي, الإمارات العربية المتحدة",05/05/2020,35,25.9,30.6,,36.4,0,0,0,25.8,261.71,,9.4,2.1,46.34,Clear
"دبي, الإمارات العربية المتحدة",05/06/2020,37,25.7,31.2,,36,0,0,0,20.4,195.71,,10,3,36.22,Clear
"دبي, الإمارات العربية المتحدة",05/07/2020,36,27.7,32.1,,38,0,0,0,23.9,252,,9.7,8.5,34.17,Clear
"دبي, الإمارات العربية المتحدة",05/08/2020,35,27,31,,35.1,0,0,0,20.8,265.21,,10,1.6,45.55,Clear
"دبي, الإمارات العربية المتحدة",05/09/2020,35,25,29.5,,37.6,0,0,0,16.6,250.92,,10,1.7,59.61,Clear
"دبي, الإمارات العربية المتحدة",05/10/2020,38.9,25,31.3,,40.8,0,0,0,18.2,241.08,,10,3.3,53.36,Clear
"دبي, الإمارات العربية المتحدة",05/11/2020,38,29,33,,39.1,0,0,0,33.3,263.75,,9.1,4.7,45.81,Clear
"دبي, الإمارات العربية المتحدة",05/12/2020,33,28,30.9,,33.3,0,0,0,35.4,267.63,48.2,9.8,0.4,46.06,Clear
"دبي, الإمارات العربية المتحدة",05/13/2020,32,25.9,28.9,,32.8,0,0,0,33.6,258.63,,10,0,51.3,Clear
"دبي, الإمارات العربية المتحدة",05/14/2020,34,24,28.7,,36.3,0,0,0,25.7,248.63,,10,1.2,52.88,Clear
"دبي, الإمارات العربية المتحدة",05/15/2020,37.9,25.9,31.5,,38.4,0,0,0,27.5,242.83,,10,4.5,54,Clear
"دبي, الإمارات العربية المتحدة",05/16/2020,38,28.9,33.5,,41.2,0,0,0,24.1,188.54,,9.6,0.3,41.82,Clear
"دبي, الإمارات العربية المتحدة",05/17/2020,40,28.9,33.4,,39.4,0,0,0,27.6,214.67,,9.9,0,44.37,Clear
"دبي, الإمارات العربية المتحدة",05/18/2020,41,29.8,34.2,,38.7,0,0,0,31.5,201.87,,10,0,33.38,Clear
"دبي, الإمارات العربية المتحدة",05/19/2020,42,29.8,34.1,,40.9,0,0,0,31.5,206.08,,10,7,33.43,Clear
"دبي, الإمارات العربية المتحدة",05/20/2020,38,30.8,34.1,,36.1,0,0,0,22.2,243,,10,18,26.43,Clear
"دبي, الإمارات العربية المتحدة",05/21/2020,38,29.8,33.8,,36.3,0,0,0,24,217.08,,10,4.9,27.47,Clear
"دبي, الإمارات العربية المتحدة",05/22/2020,40,29.8,34.2,,38.6,0,0,0,27.6,151.17,,10,0,41.93,Clear
"دبي, الإمارات العربية المتحدة",05/23/2020,39.9,28.9,33.6,,39.9,0,0,0,31.5,239.58,,10,2.3,42.37,Clear
"دبي, الإمارات العربية المتحدة",05/24/2020,41,28.9,34.6,,45.2,0.4,0,0,24.7,149.88,69.8,9.4,12.3,39.46,Rain
"دبي, الإمارات العربية المتحدة",05/25/2020,39,30,33.7,,44.5,0,0,0,39.1,154.42,65,8.4,16.4,45.95,Clear
"دبي, الإمارات العربية المتحدة",05/26/2020,38,29.9,34.2,,43.3,0,0,0,24.2,192.33,,10,5.6,42.09,Clear
"دبي, الإمارات العربية المتحدة",05/27/2020,37,29.9,33.9,,43.1,0,0,0,23.9,246.5,,9.9,0.1,42.89,Clear
"دبي, الإمارات العربية المتحدة",05/28/2020,42,30.8,34.7,,42.2,0,0,0,27.5,234.13,,10,0.4,37.06,Clear
"دبي, الإمارات العربية المتحدة",05/29/2020,41,30,35.3,,45.1,0,0,0,24,224.75,,10,4.8,36.05,Clear
"دبي, الإمارات العربية المتحدة",05/30/2020,42,31.9,36.4,,47.3,0,0,0,24.3,231.08,,9.5,0,41.52,Clear
"دبي, الإمارات العربية المتحدة",05/31/2020,40,33,36,,45.7,0,0,0,29.7,234.17,,6.5,0,42.29,Clear
"دبي, الإمارات العربية المتحدة",06/01/2020,40,33,36.1,,43.5,0,0,0,27.7,229.42,,7.8,2.8,41.97,Clear
"دبي, الإمارات العربية المتحدة",06/02/2020,41,33,36.7,,42.7,0,0,0,29.7,239.54,,9.1,2.3,34.53,Clear
"دبي, الإمارات العربية المتحدة",06/03/2020,40,30.9,35.5,,41.2,0,0,0,24.1,238.29,,9.1,0,37.78,Clear
"دبي, الإمارات العربية المتحدة",06/04/2020,39,31,34.9,,47.2,0,0,0,22.4,242.75,,9.5,1.8,47.92,Clear
"دبي, الإمارات العربية المتحدة",06/05/2020,41.9,30,35.1,,50,0,0,0,18.4,271.29,,6.8,0.1,56.62,Clear
"دبي, الإمارات العربية المتحدة",06/06/2020,39.9,28.9,35.1,,53.6,0,0,0,23.9,251.17,,6.9,1.4,59.67,Clear
"دبي, الإمارات العربية المتحدة",06/07/2020,42.9,29.9,34.5,,53.6,0,0,0,25.8,250.17,,7.7,8.2,65.9,Clear
"دبي, الإمارات العربية المتحدة",06/08/2020,41.9,28.9,34.2,,49.4,0,0,0,22.1,229.17,,8.5,13.7,65.27,Clear
"دبي, الإمارات العربية المتحدة",06/09/2020,40,30.9,35.2,,53.9,0,0,0,27.5,216.83,,9.8,4.7,60.72,Clear
"دبي, الإمارات العربية المتحدة",06/10/2020,42,31.9,36.6,,52.5,0,0,0,24,251.5,,10,0.1,59.01,Clear
"دبي, الإمارات العربية المتحدة",06/11/2020,44,32.8,36.8,,49.3,0,0,0,29.4,241.58,,10,0,49.07,Clear
"دبي, الإمارات العربية المتحدة",06/12/2020,39,29,34.8,,45.5,0,0,0,20.5,244.54,,9.7,0,48.69,Clear
"دبي, الإمارات العربية المتحدة",06/13/2020,41,29.9,34.8,,50,0,0,0,18.3,272.42,,9.6,0.1,50.63,Clear
"دبي, الإمارات العربية المتحدة",06/14/2020,43,28.9,35.3,,55.2,0,0,0,24,242.52,,8.5,8.2,61.76,Clear
"دبي, الإمارات العربية المتحدة",06/15/2020,42,28.9,34.8,,52.8,0,0,0,22.2,240.25,,8.8,20.9,61.03,Clear
"دبي, الإمارات العربية المتحدة",06/16/2020,41.9,29.9,34.8,,54.7,0,0,0,20.1,240.33,,10,11.1,62.78,Clear
"دبي, الإمارات العربية المتحدة",06/17/2020,43,29,34.3,,52,0,0,0,29.2,249.71,,9.9,13.3,65.43,Clear
"دبي, الإمارات العربية المتحدة",06/18/2020,42.8,28.9,34.4,,52.7,0,0,0,22.2,239.29,,9.1,7,65.82,Clear
"دبي, الإمارات العربية المتحدة",06/19/2020,40,31,34.7,,52.2,0,0,0,25.9,248.04,,10,2.4,64.26,Clear
"دبي, الإمارات العربية المتحدة",06/20/2020,39,32.9,34.9,,55.2,0,0,0,25.8,268.46,,9.3,9.2,70.64,Clear
"دبي, الإمارات العربية المتحدة",06/21/2020,39,31.9,34.2,,52.6,0,0,0,24,274.79,,8.1,6.4,65.06,Clear
"دبي, الإمارات العربية المتحدة",06/22/2020,37,29,33.3,,43,0,0,0,24.1,242.25,,9.9,5.6,60.16,Clear
"دبي, الإمارات العربية المتحدة",06/23/2020,38,29,33.5,,44.4,0,0,0,22,238.71,,10,0,53.67,Clear
"دبي, الإمارات العربية المتحدة",06/24/2020,41,32.9,36.8,,54.5,0,0,0,25.9,122,,10,1.3,45.88,Clear
"دبي, الإمارات العربية المتحدة",06/25/2020,40,33.9,36.6,,52,0,0,0,25.4,215.58,,9.5,9.9,54.06,Clear
"دبي, الإمارات العربية المتحدة",06/26/2020,40,32.9,36.6,,55.4,0,0,0,24,255.04,,8.4,0.5,57.19,Clear
"دبي, الإمارات العربية المتحدة",06/27/2020,41,34.9,37,,50,0,0,0,25.8,233.63,,8.1,0.4,48.1,Clear
"دبي, الإمارات العربية المتحدة",06/28/2020,42,32.9,35.8,,52,0,0,0,25.9,268,,6.9,0,60.08,Clear
"دبي, الإمارات العربية المتحدة",06/29/2020,41,31.9,35.2,,50,0,0,0,25.8,237.13,,8.8,0.4,58.28,Clear
"دبي, الإمارات العربية المتحدة",06/30/2020,40,31.8,36.1,,50.2,0,0,0,25.7,262.17,,9.9,2.1,48.51,Clear
"دبي, الإمارات العربية المتحدة",07/01/2020,42,33.8,37.4,,51.5,0,0,0,25.8,88.67,,9.8,4.3,46.65,Clear
"دبي, الإمارات العربية المتحدة",07/02/2020,43,32.9,37.6,,48.3,0,0,0,35,83.04,,9.7,1.9,41.24,Clear
"دبي, الإمارات العربية المتحدة",07/03/2020,40,35,37.5,,49.7,0,0,0,25.8,221.09,,9.8,0,42.99,Clear
"دبي, الإمارات العربية المتحدة",07/04/2020,41,33,36.6,,52.8,0,0,0,23.9,262.58,,10,0,51.86,Clear
"دبي, الإمارات العربية المتحدة",07/05/2020,40.1,31,35.7,,49.6,0,0,0,24.1,239.63,,9.3,1.4,58.96,Clear
"دبي, الإمارات العربية المتحدة",07/06/2020,42,31.8,37.1,,51.3,0,0,0,22.3,245,,10,0,36.7,Clear
"دبي, الإمارات العربية المتحدة",07/07/2020,43,32.8,36.1,,49.5,0,0,0,25.8,239.67,,10,0.1,41.62,Clear
"دبي, الإمارات العربية المتحدة",07/08/2020,43,33.9,38.5,,54.9,0,0,0,25.5,116.63,,10,0.1,40.98,Clear
"دبي, الإمارات العربية المتحدة",07/09/2020,42.9,33.9,37.8,,49.4,0,0,0,27.5,209.92,,7.6,3.9,38.21,Clear
"دبي, الإمارات العربية المتحدة",07/10/2020,44,33.8,38.4,,43.7,0,0,0,22.4,225.33,,9.8,5.1,35.83,Clear
"دبي, الإمارات العربية المتحدة",07/11/2020,45,34.8,38.5,,49.5,0,0,0,31.3,203.63,,10,6.3,32.55,Clear
"دبي, الإمارات العربية المتحدة",07/12/2020,46,32.8,38.6,,53.1,0,0,0,24,163.13,,8.6,8.6,42.07,Clear
